doc,date,description
077,Jan 25th 1649,Per Surat Letter~ 25th January 1649: A large report concerning Mr. Knipe about the coarse indigo he bought~ his great charge in conducting the caravan~ his accounts~ and his great estate.
078,Jul 14th 1647,Right Worshipful Sir~ Respectfully~ I salute you. Be pleased not to pay unto any of the executors or administrators of Thomas Owen~ late deceased (slain) in Bantam~ any sum or sums of money which may seem due unto him on his particular account~ for his accounts with your worships are erroneous. He has injured your worships therein and made debts of the general voyage goods~ etc. (without order or allowance) to the amount of many thousands of pieces of eight~ which his Beniermasseene account and other writings I have under his own hand will manifest. Your worships' obedient servant~ London~ the 14th of July~ 1647~ Ralph Cartwright.
078,NA,Loving and kind brother Barker~ After a long and troublesome passage~ I arrived in the East Indies. I found not my brother William~ for Henry before journeyed to Bantam. I delivered your letter to John Gurney~ in which you wrote you had sent him a pair of silver stockings~ but truly~ brother~ I could find none for him. I bought a pair and delivered them to him in your name. Brother~ I have not sold a penny’s worth of any commodity since I came here~ for I have had no time~ being wholly employed upon loading the Lioness for England. John Gurney has married the agent’s daughter~ a pretty girl of the age of 8 years. I am very sorry I do not make you a particular present return of your large adventure~ but yet what you shall require for the present~ I desire you will demand of your sister Bridgeman. Sir~ I could heartily wish I had your company here~ and truly~ if I could possibly invite you into these parts~ it should be in a way of freedom~ which you may easily do by giving the master of the ship a small gratuity.


















079, NA, Gratitude for your outward bound passage~ you shall find a welcome from him who is very able to do it~ for I am now chief for the Company. Of all the factors in Bengal~ use means to come and pray assist my wife in the same~ for whom I have earnestly written. If you come~ let all my business be fairly settled at home. I take my leave and remain
079, Dec. 15th 1650, NA
079, NA, Your faithful loving brother~ till death Bridgeman
079, NA, Mr. Henry Greenhill's letter to Mr. Thomas: Concerning your business with Mr. Gurney & Mr. Bradgate~ I can say nothing~ being not present with me~ but for what concerns myself~ I have sent home enough~ I hope~ by this ship to Mr. Sambrooke~ whom I have desired to clear all accounts between us.
079, NA, Mr. Greenhill By John Gurney~ to show my gratitude~ I have commended to your acceptance~ as in all nests of trunks~ in the innermost whereof there is a small gold box of civet~ being a twig of your own sow~ with a piece of fine cloth for your wife.
079, NA, The Act of the Gingerly voyage No. 1 from Mr. Wm. Gurney to Mr. Loy Concerning the 42 pages which you paid me for the embalming of 48 bales~ I received not any. It is certain I received 62 pages for embalming goods sent on ship farewell. Concerning the ice of Mr. Potter's~ I have not as yet received any satisfaction for what was left at Currier~ and as for the arrow between you and me~ what Agent Greenhill shall see fitting~ I shall pay unto him. From Charles
080, NA, From Charles Wylde to Mr. Jer. Sambrooke Mr. Wylde By Capt. Brookehaven or Mr. Gosling: have sent you 46 pieces Morees amounting to 16:15 in a small bale.
080, NA, From Wm. Gurney to Mr. Jere Sambrooke Bags of cowries sent formerly to him between Mr. Sambrooke & ditto Gurney 100 reinvested in morees sent formerly to Mr. Penniston’s house~ Gurney. 47 pieces of colored ginghams sent by Mr. Tho. Winter to Mr. Jer. Sambrooke. A Buttussngar sent by Mr. Bonn markeen~ as also 6 suckles of white pepper & 34 xs fine sannoes by Mr. Arnold marked / S.A. Cost 70 rupees per corge in Bengal for Wm. Gurney’s quote. He desires to be sold & to be invested in coral of the biggest size and short pieces if possible~ as also in quicksilver.
080, NA, From Henry Greenhill to Mr. Jer. Sambrooke: Have sent~ in custody of Mr. John Gurney~ 55 diamonds~ weighing 73 m. Mr. Greenhill cost 1983½ rupees~ whereof Mr. Christopher Willoughby is to receive for his share the value of 500 Rs. & Mr. Sem. Gostwick 600 Rs.~ and the remainder 883½ is for my account. I have likewise sent 2 bales of fine morees~ containing 60 match marked IL6~ in custody of Capt. Brookehaven~ which please to dispose of to my best advantage~ the proceeds whereof I hope will clear and~ with Mr. Loy~ for the 10th you sent Mr. Gurney~ I sent you to each fine morees marked I in a fardle. Also 2 xv fine percales~ charged 2 small xs daper~ 1 lausole~ and 1 pair gingham sheets. Mr. Deputy Methwold’s share in those diamonds is 182½ rupees~ so there will remain 701 Rs. for my share.
081, NA, From Hen: Greenehill to Mr. Willoughby: Concerning the fss sent by Mr. Doughty~ I have rummaged my papers~ and cannot find the account~ only do find chintz sheets and diaper in my load to you by the Greyhound. For your cloth rash~ 2 quarter cask sack~ and pixe of canary~ I do allow you after the rate of 50 P.C. The gold and silver lace will serve for some necessary uses. Your bottles (quicksilver) have advanced to good profit. The 10 pieces of gold mentioned in your letter to Mr. Gurney I have received and accounted for. No. 3 Other matters concerning  the Lady Cogan and Mr. Santill mentioned in Mr. Robinson's letters come not within my knowledge.
081, NA, From Christopher Vardly to Mr. Willoughby: I have sent you by Mr. Hill~ Mrs. Mate Syone See~ 15 parish morees amounting to 18e. received from you by the Bonito in a small fardle marked Mij.
081, NA, From Hen Greenehill to Mr. Gostwick: I have received from Mr. Wilm. Purser of the Bonito your scarlet with the broadcloth that strapped it~ which lies on my hands unsold~ as also 500 Rs with Mr. Perrott sent me from Bantam for your account~ and I allow you 50 P.C. for the scarlet and 50 P.C. for the broadcloth. What returns I make you~ you will perceive by the account enclosed No. 4. I have sent your wife a gilded Christ for a cap~ a petticoat~ and 4 smocks.
081, NA, From Capt. Newport to Capt. Steevens: Here enclosed~ I send you an account of your bull of beer and of the movement of the money~ which is in sugar~ white pepper~ and ginger. No. 9
082, NA, From Charles Wild to Capt. Steevens: You may see the badness of the time at Bantam for provisions of any commodities~ but what we are forced to buy from the English merchants themselves~ who gain 20 or 30 percent. Yet make no question the lots sent to you will turn to good account~ the account whereof here enclosed will make mention No. 6. What I am indebted to you I have given out to be invested against my return from Persia~ so that if this now sent to you does not answer according to expectation~ I make no question but the next will make amends for all~ with God willing~ shall be brought home next year by myself. I have sent you home by John Gurney one bale of cloth  orners and it is marked as in the margin~ and five small bales of the same mark by pinnace. Due end via Bantam.
082, NA, From Capt. Newport to Mr. Teins: Enclosed I send you an account of the 20 pieces I received from you~ No.
082, NA, From James Bostock to Mr. Ri. Best:  My mother having earnestly complained of her poverty and the hardness of the times in England~ which I have all the reason in the world to consider and to relieve her~ I have therefore~ to comply with my duty~ sent her these following particulars~ viz.:
082, NA, Sallampores: 20 pieces~ cost Ks. 48:00:00
082, NA, Jong cloths: 4 pieces~ cost Ks. 15:00:00
082, NA, One chest of sugar~ weight 350 nett~ cost Ks. 17:00:00 Which at 5s 6d per Rs. amounts to £22 sterling.
082, NA, I have made bold to consign them unto yourself~ humbly entreating you to be pleased to favor both my mother and me by making sale thereof and delivering the proceeds to my mother~ to whom I freely give the same.
083, NA, I have also consigned unto you a small sack of nutmegs~ weight 100 nett. I pray you to sell them for my account and send me the proceeds in good wine partly~ and in what else you shall think fit for matter of provisions~ or in wine only.
083, NA, From James Bridgeman to Mr. Young: I am seated now in a good place. If you shall send anything~ I will promise to make return thereof in profitable commodities.
083, NA, From Robert Doughty to Mr. Cramer and Mr. Adams: By John Gurney I have sent Mr. Cramer 3 pieces of morees~ cost 20. By Capt. Goslyn~ I have sent unto you both two fardles marked 'Reach~' containing 20 pieces of morees~ traded at 8 per piece~ 15 pieces. I desire you to deliver also: To Mrs. Baber for her adventure in gold. 15 pieces to Mrs. Leaver for her adventure. The rest to make sale of for my account with 100 more pieces of morees~ cost 8d per piece~ in two fardles marked 'U~' sent by Capt. Goslyn. Out of its proceeds~ pay £20 unto my sister Feaser for her daughter’s adventure. What remains~ I pray~ invest in quicksilver and lead. If you shall make any addition for your own account to run in adventure with me~ I desire it may be in a small bar of silver~ for that is the least subject to damage and yields some certain profit.
083, NA, From Capt. Newport to Mr. Cramer: Here enclosed~ I send you an account of the Adventurers’ both sales and investments~ and the particulars.
083, NA, From Charles Wild to Mr. Cramer: Your vermillion and quicksilver sold at price current at 22 Ks. The mds. of 26 lbs. English. Three sets of your gold buttons for the weight.
084, NA, Of them in English gold~ with monies with the rest have left to be invested in a parcel of diamonds. As yet have procured nothing~ only sent you by the Bantam ship one small fardle containing two corge morees. Of quicksilver on your account run out~ and there is run out of the Company's 222. I desire you not to think much for not complying with your expectation in every particular~ for if my life lay on it~ I comply not~ having so much of yours and Mr. Sambrooke's and other friends' that I could not get conveyance to you for it~ but by the next return~ which~ God willing~ shall be myself~ shall give you real satisfaction. I have sent home two small fardles of cinnamon to my wife by way of Bantam with your things~ and one now with two or three small tokens.
084, NA, Mr. Wild: For friends~ I pray assist my wife in the procuring of them. Your curtains are put out to making and will be as good as any that shall come from the coast~ with valance~ tester~ quilt~ and pillowcases. They have orders to make them full of work. Your sheets and other things are not forgotten. As concerning your raw silk~ if I had gone down into the bay~ I might have procured what I would. I showed the pattern to a merchant~ a Dutchman at Masulipatam~ who has promised to help me to 200 weight at 1½ Rd. per pound. It is very likely there is a great quantity to be procured. I believe Capt. Brookehaven and they have made a mighty voyage by report. I had procured you a brave parcel of diamonds had it not been for him~ for he had left with Mr. Gardly £300 to procure them and sent over land to invest so much more. Spavens' death has made them all~ for he had 1500 monies and money's worth~ and they keep it all~ not bringing it to the Company.
085, NA, Still no transcription for the page. Has the date July 25 1651 on it. Looks like it says 'from Jon. Greenhill to Mr. … You
086, NA, Objections against m Thomas Winter:
086, NA, Mr. Winter 1. Mr. Winter~ with some others~ at one time freighted a ship wholly for the town's account with rice from Masulipatam to Madraspatam. He himself went in her and left the Company's business 8 months dead until his return~ whereby~ in a manner~ they gained 4000 for the account of Mr. Winter and others~ as is supposed. 2. In the ship Slopewell~ there was carried from the Coast to Persia 18 bales of calicoes and 734 bales only for the Company's account in the year 1644. 3. And from thence to Masulipatam~ for the account of Mr. Winter and others~ 8 bales of Rohanas and 119 chests of rosewater in the same year~ 1644. 4. Mr. Winter is by estimation worth 20~000~ besides an adventure upon the  Hopewell of 10~000 in goods sent for Persia.
086, NA, Mr. Winter and three others in the East are all sworn brothers~ and when they receive or benefit themselves in any project~ they pass an oath one to another to prosecute their intentions and not dissent from one another until their ends are obtained.
086, NA, One principal means of raising these men to the heights of pride and riches which they now possess is the keeping of such mighty stocks of money~ which they call their own~ and with which they buy up all cloth and paintings that are vendible either in South Seas or in England at certain times and seasons. And when your ships come to the coast in December~ June~ or July~ they must have 50% profit; nay~ if the ships arrive upon the coast… 
087, NA, … The coast in May has orders given by them to all the brokers and weavers dwelling within a 14 or 16-mile compass not to sell under the price set by these men. If any weaver is so needy that he undersells their price~ if they hear of it~ he is immediately rebuked and money lent to him for his present necessity. This is done so that the price of cloth and their policy shall not be found out by those whom they think might give the Company notice.
087, Jun 10 1652,  I am much troubled that I cannot send home such relations as I have~ by reason that I am so far distant from the delivery of them myself into the hands of such men as I might trust. Nevertheless~ I will venture these few lines to you to show to the Company or to be otherwise used as you shall think fit. When I came to the Court of Coromandel~ where we still are at this present~ there was Mr. Baker and Mr. Penniston with Mr. Greenehill bound for Bantam. Here~ I understood by certain relations from them that there have been nine ships employed these three years past upon the coast. The chief places of their employment are Madraspatam~ Masulipatam~ Gingee~ and Pegu. Of these nine~ some of them are bigger than the Falcon~ others less. Now~ whilst I was here~ they loaded one of the Company’s ships with their own particular goods from Masulipatam to Madraspatam~ which~ if she had been laden with the same goods for the Company~ would have gained them clear~ all charges paid~ 6000 rials of eight. This I was an eyewitness of and will be deposed on~ and this...

088, NA, … And this was done in less than a month's time. Therefore~ it is an easy matter for such men to heap up great estates. The gains from Gingerlee are never less than Co. P. Co.~ and from Pegu never less. To them that sit still here~ then C percent. Yet these places must be kept in the hands of a few~ but the Company must by no means know of it or have any share in it. Nay~ I will justify it. Cloth from the coast to Pegu makes for every rial of eight~ three rials of eight. I know I go a dangerous way for my particular in advising thus. If my letters be intercepted~ yet it is the truth and not fit to be kept from the Company's knowledge.
088, NA, Two of Mr. Penniston’s I have seen and one of Mr. Greenehill’s objections against Mr. Thomas Penniston.
088, NA, For the account of Mr. Penniston and others~ as is supposed~ in the ship Slopewell~ Penniston was carried from the coast to Persia 118 bales of calicoes and 734 bales only for the Company. And in the year 1644~ from there to Masulipatam~ for the account of Mr. Penniston and others~ 8 bales of rohanas and 119 chests of rosewater in the same year~ 1644. Mr. Penniston is~ by estimation~ worth 80~000 rials.
089, NA, Mr. Penniston and three others on the Coast are all sworn brothers~ and when they perceive they may benefit themselves in any project~ they pass an oath one to another to prosecute their intentions and not dissent one from the other until their ends be obtained. One principal means of raising these men to the height of pride and riches they now possess is the keeping of such mighty stocks of money~ which they call their own~ and with which they buy up all cloth and paintings that are vendible either in the South Seas or in England at certain times and seasons. And when the ships come to the Coast in June or July~ they must have 50% profit. Nay~ if the ships arrive upon the Coast in May~ there is an order given by them to all the brokers and weavers dwelling within 14 or 16 miles' compass not to sell under the prices set by these men. And if any weaver be so needy that he does undersell their price~ if they hear of it~ he is presently rebuked and money lent to him for his present necessity. This is done so that the price of cloth and their policy shall not be found out by those whom they think will give the Company notice.
089, Jun 10 1652, NA
090, Feb 5th 1652,  From Fort St. George: Two junks belonging to private trade~ that were for the most part~ if not altogether~ laden by Mr. Bridgeman and Mr. Edward Steevens~ as we have heard in the Bay. A good part of the money that paid for the lading was borrowed by Steevens from some of the country people in the Company’s name~ and for all that is known~ the Company may be forced to make satisfaction for it.
090, NA, You see what imprudent private traders the Bay affords. The pinnace Mariner~ built by Mr. Bridgeman~ we believe has cost the Company more than a good vessel of 100 tons would have done in England~ and yet this vessel is not above 30 or 35 tons at the most.
090, Jan. 8th 1652, From Fort St. George: Mr. Bridgeman has not sent up the Ballasore books of accounts~ for want whereof the accounts between the Bay and this place cannot be effected. We conceive it will not be safe to pay him much money at home or whatever money else he claims as due to him on the basis of his Bengal books until further advice. Mr. May is to be paid by Mr. Bridgeman for his last voyage~ and he is to demand it of him. If Bridgeman denies to pay him~ the Company will assist him in it.
091, Aug 18th 1650, By letter from Thomas Codington Aberrations against the Company.
091, Aug 18th 1650, Abuses offered unto the Company by their own
Servants: 1. In fathering of goods inwards belonging to Moors and Armenian merchants, which ought to pay custom to you and the King of Persia. This they take to themselves. 2. The bribes taken of the Shahbandar by the chief here to make up the moiety of customs as he pleases himself. 3. The coloring of other men’s goods outward, wherein you are no sharers with this King~ for which great bribes are taken by them. 4. The disposing of your goods and business without the council or knowledge of other servants in this factory~ contrary to your orders.
091, NA, I wrote of other things likewise to your Worships and sent them down to the port by Thomas Best~ who most treacherously and basely opened my letters and imparted the contents to Mr. Lewis~ whom it most concerns~ as likewise to the President in Surat~ aggravating things to the worst sense. By this service~ he has gotten to be second of this  factory~ sending the said letter to Mr. Lewis~ by which means it did not take its passage to England that year~ nor ever is likely to unless you demand it of him. So well you are dealt with by those you nourish.
091, NA, Lewis confessed to the linguist that he would not have taken that course with Codington if Codington had complied with him. If one ship which transports their goods to Gombroon should miscarry~ it would make 20 leggers.
092, Jan 17th 1652, Objections concerning the Smyrna Merchant By letter from Surat: The second of the Lord before this entered there~ neither have you been only prejudiced by the sale of goods brought from Europe~ but also by their beginning to sell some commodities you have marketed here~ and that in a most conceivable manner. For when~ upon the seizing of the two Deccan junks by us~ they had their cardamoms stopped~ which we expected from you~ we endeavored to furnish you elsewhere. A vessel came into this road with about 40 or 50 bales of that commodity~ offering them to us for sale. We drew near to a price for them and acquainted Capt. Hurleston~ desiring him to command his people not to attempt to meddle with them. Since there were no other buyers for them~ we were sure they would be ours.
092, NA, He carefully performed what we desired~ yet notwithstanding what he or we could do~ they were bought out of our hands at 25 PGs more than we would have paid for them. By the best intelligence we have~ they are laden aboard the ship~ which we question not~ but if you please to inquire after~ you will find to be true.
092, NA, Private Trade brought to Surat aboard the Smyrna Merchant: Quicksilver: 310 great maunds. Vermillion: 40. Cloth: 298 pieces = 5~946 yards. 90 bales judicoe returned on shore for lack of roomFour or five boxes of white sugar not brought home~ but left
at Surat, the ship not being capable of repeating
as I amended.
093, NA, This to be read first for the Smyrna Merchant: We have not been wanting~ to the utmost of our power~ to stop that stream of private trade that runs so strongly to your prejudice in this port. But we find that in it~ we contend even with the ocean~ for we cannot remedy it. Most of those we employ to hinder it turn confederates~ and such as do not procure themselves a beating dare act no more. And when our brokers have been terrified with our threats~ those that belong to the Dutch have been made use of and entered cloth and quicksilver in their names~ and it goes for current.
093, NA, And though we have taken 30 or 40 pieces of cloth and as many chests of quicksilver at a time in the custom house~ yet they have been so much befriended as to get it cleared whether we would or not. All our effort~ besides our trouble~ has only produced a list of the cloth and quicksilver that has been entered by private traders out of the Smyrna Merchant in the custom house of Surat. By which you may perceive how well the market will be supplied if you send none of those commodities.
093, NA, If you cannot remedy this in England~ the ways they have now found out will render us incapable of doing you the service therein as our duty binds us~ or as we desire.
094, NA, Objections against Mr. Thomas Merry:
094, NA, Mr. Merry to give an account of how the 170 demands for his debt in Persia are satisfied.
094, NA, Mr. Merry is charged with 575~ 3 mamoodies for interest.
094, NA, Half of the £42 freight to be allowed him.
094, NA, The £50 not brought to cash as paid.
094, NA, A abatement of waste in the musk to be made according to others that are weighed.
094, NA, The £50 paid for Eyan’s business not to be allowed because it was paid without consultation~ and that £50 being paid by Iward to end the suit.
094, NA, Mr. Merry to be charged with the penalty of his bond and the freight and customs in Persia for any private trade found not presented by him~ especially in the Falcon.
094, NA, To give a reason why he did not question Hero Vora~ a Banian broker~ who is a chief and has stolen from the Company 30~000 mamoodies. Upon complaint by Mr. Trumball~ though it was known long before~ Hero Vora was never questioned by Mr. Merry or others.
094, NA, Mr. Merry used Mr. Trumball very maliciously and debarred him from hearing the word of God~ and from the use of the sacrament. He also detained him in India a whole year out of employment against his will. He was despised and slighted by all Mr. Merry’s family and night and day abused by the young men in the house for turning their bales ashore when the ship was full.
095, NA, Mr. Merry: Why Mr. Merry did not question the carpenter of the Falcon for his great private trade in the ship~ the freight whereof amounted to above £70.
095, NA, Why Pritherow~ the surgeon~ was not also questioned about his private trade~ the freight whereof amounted to £45.Why 400 and odd bales of goods were sent to Persia in the Falcon in 1648~ but only 19 bales for the Company~ although goods were then sold there at 50 to 70 per pound~ and some tannin sorts yielded more.
095, NA, Why Persia was traded that year with 70~000 commodities~ whereby the benefit of customs due to the Company there was in danger of being lost~ when yearly they did not trade there for more than 10~000 commodities.
095, NA, Why Mr. Bradbent~ in the Blessing in 1648~ carried into Persia nearly 600 bales of goods and only 24 for the Company.
095, NA, Why the Falcon in 1649 was laden for Bussora~ and not one bale for the Company~ nor anything save pepper shot among the goods~ which caused 1~800 Rs. of the sale to be hindered to the Company’s loss.
095, NA, Why a large quantity of pepper sent from Gombroon to Persia by Mr. Insh before the Falcon came there was lost.
095, NA, Why one young man should have 100 or 150 bales laden off the Mariane at the beginning of a monsoon~ as such cargoes greatly hinder the sale of the Company’s goods and lower the market by bringing goods too cheaply.
095, NA, Why one young man was allowed to ship off the Mariane in 1650 £10~000 worth of goods~ besides boasting that he had~ in addition~ 20 bales more of goods~ which he carried from the Mariane because the ship could not take them in.
096, NA, Why Mr. Merry did not question Mr. Davida~ who~ upon complaint of Mr. Harndersly~ in four years has pleased himself with £33~000 out of the investments and bargains he has made for the Company at Agra.
096, NA, Why Mr. Merry taxed Mr. Trumball with leaving behind him 190 bales of rohanas at Persia~ when he brought 440 pieces of freight goods in the hold and horses for Mr. Merry~ with their extraordinary provisions~ whose straw had nearly set the ship on fire. Besides other goods~ being in all 469 bales~ and 101 passengers~ each with 4 or 5 sacks of provisions:
096, NA, Bags of money~ whereof: 5 large~ 1 small marked. 1 chest of Mr. Mares. 1 secretary marked 'M'. 2 chests of rhubarb. 20 bales of silver marked #.
096, NA, For himself and friends: 17 bags of money for Mr. Lewis. 5 bags of money marked. Besides a great quantity of private trade carried for himself in several ships and permitting the same to be done by divers others~ for which custom and freight is due.
097, NA, Objections against Mr. Richard Davidge 1. The articles and observations exhibited against Mr. Davidge by Mr. Fra Hamersly~ to be read through on 15th January 1651. 2. As also his request of the same date to the President. 3. Other articles exhibited against Mr. Davidge by Mr. Hamersly on 16th January 1651. 4. Mr. Davidge's answers to those objections of Mr. Hamersly. 5. Mr. Hamersly’s letter to the Company on 23rd January 1651. 6. The President and Council write to Mr. Isson to examine the brokers’ books on 27th January 1651. 7. Mr. Davidge carried the brokers’ books away on March 1651. 8. The particulars and costs of sundry sorts of goods bought by Mr. Davidge. 9. Mr. Davidge’s account of barter. 10. Mr. Davidge’s private trade homewards as per bills of lading.
097, Jan. 17 1652, By letter from Surat: And we shall begin with the business of Mr. Richard Davidge~ which~ as we told you in our last~ we could not lay down so as to be  satisfied with what was then discovered. By two letters to Mr. Isson to make diligent inquiry~ we have received from him a second account~ wherein there appears 1~569 dupees not brought by Mr. Davidge.
098, NA, Mr. Davidge brought to your credit~ neither with this should we have been satisfied~ but that Mr. Isson from Agra advises us that had not his book~ out of which it was taken by chance~ escaped Mr. Davidge~ it would have been impossible to have discovered anything of it. For all the brokers’ books he could lay hands on~ he carried with him. But these will be sufficient to let you know you are abused~ and we hope you have in your hands what is needed to make satisfaction. A copy of the Agra letter of the 30th of April will more at large inform you.
098, NA, Per relation of Dacres: 'Dapte Remport Met Jongh Ten' Our clerks affirm Frederick Bijnner to be a great gamester at tables~ playing at tick-tack 40 rials of eight a hit with the Dutch. And two different sorts of weights. 
098, NA, Letter from Surat~ 19th November 1650:  Mr. Mosse's irregular proceedings there.
098, NA, Letter from Surat~ 31st January 1650 Mr. Mosse's reprisal of two Malabar frigates. Mr. Porter and Mr. James to pay for their diet. Mr. Hamersly complained of the same.
098, NA, Complaints against Mr. Porter and Mr. Henry Barrett: Barrett’s insolence and Porter’s misconduct.
099, NA, Objections Against Robert Doughty: Dec. 28~ 1652: By Consultation: Robert Doughty protested against for not delivering a true account of remains.
099, Jan. 5th 1652, By Consultation: Robert Doughty found to be indebted to the Company 1~168 ℞ 21d. for cloth wanting.
099, Jan. 16th 1652, By Consultation: Robert Doughty charged with 100 Rt~ which he received
rom Ray Mrrea Moniaqah, being due to the Company, etc.
099, Jan. 16th 1652, Mr. Doughty gives in his accounts foul and unbalanced. We received 100 Rt from one that stood indebted to the Company. They arrested his chest and secretaries for security for this debt. He has left them some bills of adventurers he has abroad.
099, Sep. 25th 1653,  Objections Against Mr. Ma. Andrews & Pieter Mr. John Lambton: Mr. Andrews and Mr. Lambton~ by Mr. Elder's order~ have laden 13 bales of Deriabads aboard the Supply~ as they write~ for his account. They promise to send him advice of his affairs by the present shipping and praise their further care to secure what of his estate is remaining there.
099, NA, Mr. Frederick Skinner: By using two sorts of weights and other misdemeanors~ Mr. Skinner has caused a great shortage of goods sent home by him in the East India Merchant~ which arrived here in August 1653~ being short of what was invoiced as follows: Besides the Benjamin~ extremely coarse~ but his own as good as ever came into England. Nutmeg and Benjamin of the best for his own account.
100, NA, Objections Against Mr. James Bridgeman~ to which he is desired to give his answer in writing: By his letter of the 15th December 1650 to Mr. Stralmaker~ he acknowledges having carried out a large adventure for him. Further~ he invites him to India (without the Company’s consent)~ promising him a welcome~ stating that he was able to do it~ as he was then chief of all the factors in Bengal.
100, NA, By another letter of the same date to Mr. John Younge~ he states that he is seated in a good place and encourages him to send goods to India~ for which he promises to make returns in profitable commodities.
100, NA, By letter of the 8th January 1652 from Fort St. George~ it is advised that he has not provided the Ballasore books of accounts. For want thereof~ they could not perfect the accounts between the Bay and Fort St. George. Therefore~ they conceive it not safe to pay him much money at home or whatever money he claims as due to him on the basis of his Bengal books until further advice.
100, NA, By letter of the 5th February 1652 from Fort St. George~ it is advised that the two junks which wintered at Goa belong to private traders. Most~ if not all~ of their lading belongs to Mr. Bridgeman and Mr. Steevens. A good part of the money that paid for their lading was borrowed from the country people in the Company’s name~ whereby the Company may be forced to make satisfaction for it.
100, NA, Also~ the pinnace Mariner~ not above 35 tons at most and in very poor condition~ was built by him without the Company’s order. It cost more than a good vessel of 100 tons would have cost in England.
101, NA, By letter of the 18th January 1653 from Surat to Persia: It is advised that Mr. Bridgeman and others are deeply engaged with Mr. Cherry and have given a warrant bill in the Company’s name to see their creditors satisfied.
101, NA, By another letter of the same date from Surat: It is written that Mr. Bridgeman and others have gained a suspension of paying present customs~ by late presents~ thereby advancing their own and all private traders' benefits. They have paid no customs for three years and are now called to account for all~ with the Company’s stock likely to be used for satisfaction. He has also taken up money at interest to supply his private trade~ and in case of its miscarriage abroad~ he has engaged the Company~ by his writing~ to pay it.
101, NA, By letter of the 17th August 1653: It is certified that Mr. Boughton had a great share in the two junks and died in debt to one Churmull between 5~000 and 6~000 rupees with interest~ who now demands satisfaction from the Company. Mr. Steevens also died in debt to several men~ owing 4~000 or 5~000 rupees. Mr. Bridgeman~ Mr. Blake~ and Mr. Pitts obligated payment of these debts out of the Company’s stock in case of miscarriage~ by writing under their hands. Additionally~ 1~343 rupees are owed to the Company by the said Steevens. Mr. Bridgeman~ Mr. Waldegrave~ and others have some share in the two junks~ which were at Mr. Cherry’s disposal in Persia.
101, NA, Mr. Bridgeman states the shares were: Mr. Bridgeman: 3/8~ Mr. Cherry 1/8~ Mr. Boughton: 2/8~ Mr. May 1/8~ Mr. Waldegrave: 1/8
101, NA, But it is supposed that Mr. Steevens had a share as well. And Mr. Bridgeman is believed to have had a greater share than was shown to him. On the 5th October 1654~ he himself acknowledged this in the morning.
102, NA, Objections Against Mr. Fra. Hamersly The President and Council at Surat write:
102, Jan. 31st 1650, They complain they are forced to let him stay longer due to his debts with the country people~ for which the Company may be troubled~ despite the Company’s orders for him to return home.
102, Jan. 17th 1652, He takes up money at interest for private trade. The fall of the Persian market has affected him~ and without the consent of his commissioners~ he cannot go to Europe~ as he has not paid his debts. On 26th November 1653: He has fled from here~ being much indebted to the people with 1~000 rupees~ most of it belonging to poor people. He has gone on a Portuguese vessel for Mocha~ intending from there to travel via Grand Cairo to England.
102, Jan. 18th 1653, It is advised not to deal with any of Mr. Hamersly’s estate in the Company’s hands~ as by the first shipping~ a list of his debts will be sent. His debts are very important to pay.
102, NA, Objections Against Mr. Jno. Swinnerton~ Mr. Lovell~ and Mr. Jno. Burnell On 23rd November 1654: Mr. Burnell accused Mr. Swinnerton of having defrauded the Company of 10~893 rupees 16 annas~ though he would only acknowledge no more than 6~048 rupees 20 annas~ which he often confessed. See the account sent herewith of the particulars: Total: 10~893 rupees 16 annas. Additionally~ Mr. Burnell~ by overrating the Company’s goods to them~ stands indebted 42~809 rupees 45 annas. This account is also sent herewith.
103, NA, No transcription for this page

